item,itemLabel,itemDesc,siteLinks
Q231259,Billy Ray Cyrus,American country singer and actor,52
Q275971,Roman Reigns,American professional wrestler,52
Q115442,Doris Leuthard,"lawyer, politician and former member of the Swiss Federal Council",52
Q237081,Ani Lorak,"Ukrainian singer-songwriter, actress and entrepreneur",52
Q185002,Mylène Farmer,"Canadian-born French recording artist; singer, songwriter",52
Q445541,Edmundo,Brazilian association football player,52
Q298503,Nick Vujicic,Australian evangelist and motivational speaker,52
Q489107,Slaven Bilić,Croatian football manager and former player,52
Q193361,Carlos Moyá,Spanish tennis player,52
Q154855,Javier Solana,Spanish politician,52
Q207719,Martin Evans,English developmental biologist,52
Q13605596,Travis Scott,"American rapper, singer and record producer",51
Q205278,Dominic Purcell,actor,51
Q2633169,Kozo Tashima,Japanese footballer,51
Q57485,Zillur Rahman,19th President of Bangladesh,51
Q312486,Didi,Brazilian footballer,51
Q234458,Irina Shayk,Russian model,51
Q168287,Christian Panucci,Italian footballer,51
Q333443,Amrish Puri,Indian actor,51
Q211553,Ken Watanabe,Japanese actor,51
Q401418,Ahmed Musa,Nigerian association football player,51
Q229241,Miranda Richardson,English actress,51
Q2391857,David Sassoli,President of the European Parliament from 2019 to 2022,51
Q274128,Geoffrey Wilkinson,British Nobel laureate in Chemistry,51
Q57391,Til Schweiger,German actor,51
Q63676,Arne Friedrich,German association football player,51
Q214498,David Seaman,English Footballer,51
Q2301910,Michy Batshuayi,Belgian association football player,51
Q47120,David Oistrakh,Soviet violinist,51
Q18832,Sławomir Mrożek,Polish dramatist and writer,51
Q248484,I. K. Gujral,12th Prime Minister of India,51
Q27067753,Takefusa Kubo,Japanese association football player,51
Q229330,Vera Lynn,British singer,51
Q44194,Sepp Maier,German footballer,51
Q2229029,Hiromi Hara,Japanese association football player and manager,51
Q233854,Rosalind Russell,American actress,51
Q202304,Jason Segel,American actor,51
Q357387,Omar Sy,French actor and comedian,51
Q313424,Ian Douglas Smith,Prime Minister of Rhodesia,51
Q29950055,Éder Militão,Brazilian association football player,51
Q165241,"Haakon, Crown Prince of Norway",Crown Prince of Norway,51
Q215258,Richard Rorty,American philosopher,51
Q136678,James Harden,American basketball player,51
Q2535778,Chikara Fujimoto,Japanese association football player,51
Q11657,Maria Kirilenko,Russian female tennis player,51
Q1545025,Gregg L. Semenza,"American physician and university teacher, Nobel laureate in Medicine, author of many retracted papers",51
Q337223,Hikaru Nakamura,American chess player,51
Q220698,Ron Perlman,American actor,51
Q1701279,John O'Keefe,"American British neuroscientist, 2014 Nobel laureate in Physiology or Medicine",51
Q733575,Daisuke Sakata,Japanese association football player,51
Q135481,Lev Gumilyov,Soviet academic,51
Q243472,Jascha Heifetz,Russian-American violinist,51
Q244395,Seán MacBride,Irish politician and human rights activist,51
Q231276,Angelique Kidjo,"Beninese musician, actress, and activist",51
Q116983,Robert Donat,English actor,51
Q244968,Maharishi Mahesh Yogi,Indian spiritual master,51
Q152760,Jean Dausset,French immunologist,51
Q294625,Clifford D. Simak,"American writer, journalist",51
Q186429,Gaël Monfils,French tennis player,51
Q5106890,Chris Hipkins,Prime Minister of New Zealand from January to November 2023,51
Q272877,Fernando Botero,Colombian painter and sculptor,51
Q310635,Rodrigo Palacio,Argentine association football player,51
Q159612,Richard Meier,American architect,51
Q108576,Daniel Carleton Gajdusek,Nobel Prize-winning medical researcher,51
Q234754,Shirley Bassey,Welsh singer,51
Q295873,Edgar Mitchell,American astronaut,51
Q207723,Ruslan Ponomariov,Ukrainian chess player,51
Q131045,Queen Sonja of Norway,queen consort of Norway,51
Q218091,Seal,British singer,51
Q209639,Karim Massimov,Kazakhstani politician,51
Q310048,Don DeLillo,"American novelist, playwright and essayist",51
Q295007,Fernando de la Rúa,"Argentine politician, president of Argentina from 1999 to 2001",51
Q239067,Rudolph A. Marcus,Canadian chemist,51
Q208649,Paul Giamatti,American actor,51
Q230448,Jane Campion,"New Zealand film director, screenwriter and producer",51
Q76837,Daniel Cohn-Bendit,German/French journalist and politician,51
Q30942,Guido van Rossum,Dutch programmer and creator of Python,51
Q313911,Luuk de Jong,Dutch association football player,51
Q57630,Valdis Dombrovskis,11th Prime Minister of Latvia,51
Q272194,Ted Hughes,English poet and children's writer,51
Q19844712,Luka Dončić,Slovenian basketball player,51
Q18947,Laurie Holden,American-Canadian actress,51
Q259507,bell hooks,"American author, feminist, and social activist",51
Q155394,Paul of Greece,King of Greece from 1947 to 1964,51
Q188793,Ion Ceapă,Spanish footballer,51
Q54084,José Callejón,Spanish footballer,51
Q489,Bill Maher,American stand-up comedian and television host,51
Q16514790,Denis Pushilin,Russian politician and head of the Donetsk People's Republic,51
Q200261,Tom Welling,"American actor, director, and model",51
Q1083432,Kieran Trippier,English association football player,51
Q463933,Vahid Halilhodžić,Bosnian association football player and manager,51
Q508049,Ezra Miller,American actor,51
Q298305,Jorge Valdano,Argentine footballer and manager,51
Q245257,William Styron,American novelist and essayist,51
Q227129,Zoë Kravitz,"American actress, singer and model",51
Q313281,Michel Legrand,French film score composer,51
Q359317,Eugene Fama,American economist and Nobel laureate in Economics,51
Q234691,Stevie Nicks,"American singer and songwriter, member of Fleetwood Mac",51
Q503545,Norman Reedus,American actor,51
Q327142,Yaşar Kemal,Turkish writer and human rights activist,51
Q206455,Craig Mello,American biologist,51
Q229029,Thandiwe Newton,English actress,51
Q31575,Marcelo Bielsa,Argentinian association football player and manager,51
Q233051,Eric Maskin,American Nobel laureate in economics,51
Q311368,Nikola Kalinić,Croatian association football player,51
Q189936,The Game,American rapper,51
Q383420,Roger Vadim,French filmmaker,51
Q575689,Kourtney Kardashian,American businesswoman and socialite,51
Q95677819,George Floyd,"African American man who was a victim of police violence in the United States, killed by Derek Chauvin",51
Q208220,Tadao Ando,Japanese architect,51
Q493077,James Avery,American actor,51
Q713286,Mike Dirnt,"American rock musician, member of Green Day",51
Q702233,Thomas Tuchel,German football manager and former player,51
Q216569,Roy Scheider,American actor,51
Q311559,Joshua Kennedy,Australian association football player,51
Q314099,Jô,Brazilian association football player,51
Q272588,Abdullah Ahmad Badawi,Prime Minister of Malaysia from 2003 to 2009,51
Q976022,Jamie Dornan,"Northern Irish actor, model, and musician",51
Q208797,Ornette Coleman,"American jazz saxophonist, violinist, trumpeter, and composer",51
Q214226,Lauryn Hill,American rapper and singer,51
Q205456,Theo van Gogh,Dutch film director,51
Q44634,Nico,German singer and actress,51
Q337617,Erik Lamela,Argentine association football player,51
Q313575,Marko Arnautović,Austrian association football player,51
Q240802,Richard Clayderman,French pianist,51
Q218443,Anastasio Somoza Debayle,President of Nicaragua,51
Q237693,Marina Silva,Brazilian environmentalist and politician,51
Q229009,Debra Winger,American actress,51
Q55420,Fred Zinnemann,Austrian-born American film director,51
Q486786,Daron Malakian,American rock musician,51
Q59314,Gloria Grahame,American actress,51
Q511554,Anthony Mackie,American actor,51
Q214734,Sol Campbell,English association football player and manager,51
Q381729,Müller,Brazilian association football player,51
Q181501,David Nalbandian,Argentine tennis player,51
Q193238,Festus Mogae,Former President of Botswana,51
Q275900,Joe Hisaishi,Japanese composer and pianist,51
Q229908,Katie Cassidy,"American actress, singer, fashion blogger",51
Q273860,Marco Pantani,Italian road racing cyclist,51
Q5528217,Gavin McInnes,Canadian far-right commentator,51
Q236619,Andrei Voznesensky,Soviet poet,51
Q298368,Liev Schreiber,American actor,51
Q192021,Simon Baker,Australian actor and director,51
Q27043179,Roman Golovchenko,Prime Minister of Belarus since 2020,51
Q1239933,Donald Glover,"American actor, rapper, and producer",51
Q229364,Naya Rivera,American actress and singer,51
Q254894,Naomi Scott,British actress,51
Q54964679,Valerii Zaluzhnyi,Ukrainian general,51
Q2124748,Kuniya Daini,Japanese association football player,51
Q3377548,Petr Fiala,"Czech politician, current prime minister",51
Q509107,Pedro Troglio,Argentine association football player,51
Q209390,Jackie Joyner-Kersee,American track and field athlete,51
Q310328,Andriy Yarmolenko,Ukrainian association football player,51
Q229957,Mary-Louise Parker,American actress,51
Q193703,Gabrielle Giffords,American politician and gun control advocate,51
Q312575,Clive Granger,British economist,51
Q477729,Ratko Janev,Macedonian atomic physicist,51
Q164750,Jony Ive,English designer and former Chief Design Officer at Apple,51
Q1464697,Richard Neal,American politician,51
Q276434,Javier Pastore,Argentine association football player,51
Q108912,Ray Manzarek,American keyboardist,51
Q44482,The Great Khali,"Indian professional wrestler, actor and powerlifter",51
Q38636,Karen Keskulla Uhlenbeck,American mathematician,51
Q38987,Tony Tan Keng Yam,7th President of Singapore,51
Q229223,Stana Katic,Canadian actress,51
Q127914,Sead Kolašinac,association football player,51
Q297532,Roberto Bolaño,Chilean author,51
Q677706,Martin Gardner,American mathematics and science writer,51
Q510165,Pablo Sarabia,Spanish association football player,51
Q20882479,Anya Taylor-Joy,American actress,51
Q260037,Alfred Gusenbauer,Austrian chancellor,51
Q262203,Fatih Terim,Turkish association football manager and former player,51
Q230023,Leslie Caron,French and American actress and dancer,51
Q156815,Mohammed Rafi,Indian singer,51
Q223769,DMX,American rapper and actor,51
Q1097475,Claudia Goldin,American economist; Nobel prize winner,51
Q614774,Maggie Q,American actress,51
Q2395341,Tasuku Honjo,Japanese professor of immunology and genomic medicine,51
Q298347,Nicholas Hoult,English actor and model,51
Q151040,Patriarch Alexius II,"15th Patriarch of Moscow and all the Rus', the primate of the Russian Orthodox Church",51
Q1699385,John Boyega,British actor,51
Q391359,David Harbour,American actor,51
Q19364,Andrés Guardado,Mexican association football player,51
Q1390341,Lin Dan,Chinese badminton player,51
Q1944,Jérémy Toulalan,French association football player,51
Q316086,Vasily Shukshin,"Soviet actor, writer, screenwriter and film director",51
Q154305,Niko Kovač,Croatian association football player and manager,51
Q722001,Luke Evans,Welsh actor and singer,51
Q159045,Andreas Brehme,German footballer,51
Q460431,Nicholas Winton,British stockbroker who saved 669 Jewish children during 1938–39,51
Q16235823,Nélson Semedo,Portuguese association football player,51
Q157204,Milorad Pavić,Serbian writer,51
Q157400,Idina Menzel,American actress and singer,51
Q295999,Ferid Murad,American physician and pharmacologist,51
Q23762815,Dušan Vlahović,Serbian footballer,51
Q1366012,Kazuhiko Chiba,Japanese association football player,51
Q63180,Kamil Glik,Polish association football player,51
Q2750,Bourvil,French actor and singer,51
Q15068349,Andrei Karlov,Soviet and Russian diplomat,51
Q232417,A. S. Byatt,British writer,51
Q312886,Lucas Moura,Brazilian association football player,51
Q641425,Fabinho,Brazilian soccer player,51
Q51535,Vincente Minnelli,American stage and film director,51
Q221697,Hilary Putnam,American philosopher,51
Q295257,Michel Piccoli,French actor,51
Q295207,Joel Schumacher,"American director, screenwriter, and producer",51
Q213567,Jonathan Rhys Meyers,Irish actor,51
Q299173,Michael Sata,Zambian politician,51
Q232113,Anna Karina,Danish-French actress,51
Q229139,Peggy Lee,"American recording artist; singer, songwriter, composer and actress",51
Q57452,François Bozizé,6th President of the Central African Republic,51
Q310775,Jean-Claude Duvalier,President of the Republic of Haitu,51
Q16302330,Lucas Torreira,Uruguayan footballer,51
Q994561,Jonas Hector,German association football player,51
Q26334949,Marshmello,American music producer and DJ,51
Q298341,Raymond Kurzweil,"American author, scientist, inventor and futurist",51
Q44430,Vince McMahon,American professional wrestling promoter,51
Q44473,O. J. Simpson,American football player and felon,51
Q295002,Avraam Papadopoulos,Greek association football player,51
Q223183,Peter II of Yugoslavia,last King of Yugoslavia from 1934 to 1945,51
Q435805,Kira Muratova,Ukrainian film director and screenwriter,51
Q213992,Jacques Le Goff,French historian,51
Q44561,Kevin James,American actor and comedian,51
Q214813,Amália Rodrigues,"Portuguese recording artist, fado singer, actress",51
Q4241680,Raphaël Guerreiro,Portuguese footballer,51
Q223955,Aimé Césaire,"Martiniquais writer, poet and politician",51
Q297758,Nathalie Sarraute,French lawyer and writer,51
Q192955,Steve Nash,African basketball player and coach,51
Q48067,Dmitriy Ustinov,Soviet military commander and politician,51
Q205499,Fernando Hierro,Spanish football player and manager,51
